Week ending,Group,DHB of service,Dose number,# doses administered,,,,,,,,,,,,,,,,,,
06/06/2021,Group 3,West Coast,1,523,,,,,,,,,,,,,,,,,,
06/06/2021,Group 3,West Coast,2,195,,,,,,,,,,,,,,,,,,
06/06/2021,Group 3,Whanganui,1,1543,,,,,,,,,,,,,,,,,,
06/06/2021,Group 3,Whanganui,2,203,,,,,,,,,,,,,,,,,,
06/06/2021,Group 4,Auckland Metro,1,6501,,,,,,,,,,,,,,,,,,
06/06/2021,Group 4,Auckland Metro,2,1062,,,,,,,,,,,,,,,,,,
06/06/2021,Group 4,Bay of Plenty,1,196,,,,,,,,,,,,,,,,,,
06/06/2021,Group 4,Canterbury,1,251,,,,,,,,,,,,,,,,,,
06/06/2021,Group 4,Canterbury,2,15,,,,,,,,,,,,,,,,,,
06/06/2021,Group 4,Capital & Coast and Hutt Valley,1,133,,,,,,,,,,,,,,,,,,
06/06/2021,Group 4,Capital & Coast and Hutt Valley,2,52,,,,,,,,,,,,,,,,,,
06/06/2021,Group 4,Hawke's Bay,1,1075,,,,,,,,,,,,,,,,,,
06/06/2021,Group 4,Hawke's Bay,2,7,,,,,,,,,,,,,,,,,,
06/06/2021,Group 4,Lakes,1,149,,,,,,,,,,,,,,,,,,
06/06/2021,Group 4,MidCentral,1,133,,,,,,,,,,,,,,,,,,
06/06/2021,Group 4,MidCentral,2,6,,,,,,,,,,,,,,,,,,
06/06/2021,Group 4,Nelson Marlborough,1,19,,,,,,,,,,,,,,,,,,
06/06/2021,Group 4,Nelson Marlborough,2,5,,,,,,,,,,,,,,,,,,
06/06/2021,Group 4,Northland,1,751,,,,,,,,,,,,,,,,,,
06/06/2021,Group 4,Northland,2,102,,,,,,,,,,,,,,,,,,
06/06/2021,Group 4,Other Sites,1,58,,,,,,,,,,,,,,,,,,
06/06/2021,Group 4,South Canterbury,1,119,,,,,,,,,,,,,,,,,,
06/06/2021,Group 4,Southern,1,291,,,,,,,,,,,,,,,,,,
06/06/2021,Group 4,Tairawhiti,1,133,,,,,,,,,,,,,,,,,,
06/06/2021,Group 4,Taranaki,1,17,,,,,,,,,,,,,,,,,,
06/06/2021,Group 4,Waikato,1,460,,,,,,,,,,,,,,,,,,
06/06/2021,Group 4,Waikato,2,14,,,,,,,,,,,,,,,,,,
06/06/2021,Group 4,Wairarapa,1,34,,,,,,,,,,,,,,,,,,
06/06/2021,Group 4,West Coast,1,96,,,,,,,,,,,,,,,,,,
06/06/2021,Group 4,Whanganui,1,78,,,,,,,,,,,,,,,,,,
13/06/2021,Group 1,Auckland Metro,1,271,,,,,,,,,,,,,,,,,,
13/06/2021,Group 1,Auckland Metro,2,666,,,,,,,,,,,,,,,,,,
13/06/2021,Group 1,Bay of Plenty,1,36,,,,,,,,,,,,,,,,,,
13/06/2021,Group 1,Bay of Plenty,2,27,,,,,,,,,,,,,,,,,,
13/06/2021,Group 1,Canterbury,1,144,,,,,,,,,,,,,,,,,,
13/06/2021,Group 1,Canterbury,2,424,,,,,,,,,,,,,,,,,,
13/06/2021,Group 1,Capital & Coast and Hutt Valley,1,70,,,,,,,,,,,,,,,,,,
13/06/2021,Group 1,Capital & Coast and Hutt Valley,2,240,,,,,,,,,,,,,,,,,,
13/06/2021,Group 1,Hawke's Bay,1,8,,,,,,,,,,,,,,,,,,
13/06/2021,Group 1,Hawke's Bay,2,15,,,,,,,,,,,,,,,,,,
13/06/2021,Group 1,Lakes,1,50,,,,,,,,,,,,,,,,,,
13/06/2021,Group 1,Lakes,2,45,,,,,,,,,,,,,,,,,,
13/06/2021,Group 1,MidCentral,1,8,,,,,,,,,,,,,,,,,,
13/06/2021,Group 1,MidCentral,2,13,,,,,,,,,,,,,,,,,,
13/06/2021,Group 1,Nelson Marlborough,1,9,,,,,,,,,,,,,,,,,,
13/06/2021,Group 1,Nelson Marlborough,2,46,,,,,,,,,,,,,,,,,,
13/06/2021,Group 1,Northland,1,5,,,,,,,,,,,,,,,,,,
13/06/2021,Group 1,Northland,2,6,,,,,,,,,,,,,,,,,,
13/06/2021,Group 1,Other Sites,1,109,,,,,,,,,,,,,,,,,,
13/06/2021,Group 1,Other Sites,2,48,,,,,,,,,,,,,,,,,,
13/06/2021,Group 1,South Canterbury,1,7,,,,,,,,,,,,,,,,,,
13/06/2021,Group 1,South Canterbury,2,5,,,,,,,,,,,,,,,,,,
13/06/2021,Group 1,Southern,1,46,,,,,,,,,,,,,,,,,,
13/06/2021,Group 1,Southern,2,99,,,,,,,,,,,,,,,,,,
13/06/2021,Group 1,Tairawhiti,2,10,,,,,,,,,,,,,,,,,,
13/06/2021,Group 1,Taranaki,2,5,,,,,,,,,,,,,,,,,,
13/06/2021,Group 1,Waikato,1,19,,,,,,,,,,,,,,,,,,
13/06/2021,Group 1,Waikato,2,24,,,,,,,,,,,,,,,,,,
13/06/2021,Group 1,Whanganui,2,20,,,,,,,,,,,,,,,,,,
13/06/2021,Group 2,Auckland Metro,1,10697,,,,,,,,,,,,,,,,,,
13/06/2021,Group 2,Auckland Metro,2,8715,,,,,,,,,,,,,,,,,,
13/06/2021,Group 2,Bay of Plenty,1,370,,,,,,,,,,,,,,,,,,
13/06/2021,Group 2,Bay of Plenty,2,955,,,,,,,,,,,,,,,,,,
13/06/2021,Group 2,Canterbury,1,3071,,,,,,,,,,,,,,,,,,
13/06/2021,Group 2,Canterbury,2,2239,,,,,,,,,,,,,,,,,,
13/06/2021,Group 2,Capital & Coast and Hutt Valley,1,318,,,,,,,,,,,,,,,,,,
13/06/2021,Group 2,Capital & Coast and Hutt Valley,2,1669,,,,,,,,,,,,,,,,,,
13/06/2021,Group 2,Hawke's Bay,1,323,,,,,,,,,,,,,,,,,,
13/06/2021,Group 2,Hawke's Bay,2,660,,,,,,,,,,,,,,,,,,
13/06/2021,Group 2,Lakes,1,796,,,,,,,,,,,,,,,,,,
13/06/2021,Group 2,Lakes,2,248,,,,,,,,,,,,,,,,,,
13/06/2021,Group 2,MidCentral,1,584,,,,,,,,,,,,,,,,,,
13/06/2021,Group 2,MidCentral,2,1124,,,,,,,,,,,,,,,,,,
13/06/2021,Group 2,Nelson Marlborough,1,367,,,,,,,,,,,,,,,,,,
13/06/2021,Group 2,Nelson Marlborough,2,465,,,,,,,,,,,,,,,,,,
13/06/2021,Group 2,Northland,1,782,,,,,,,,,,,,,,,,,,
13/06/2021,Group 2,Northland,2,1177,,,,,,,,,,,,,,,,,,
13/06/2021,Group 2,Other Sites,1,1029,,,,,,,,,,,,,,,,,,
13/06/2021,Group 2,Other Sites,2,1023,,,,,,,,,,,,,,,,,,
13/06/2021,Group 2,South Canterbury,1,40,,,,,,,,,,,,,,,,,,
13/06/2021,Group 2,South Canterbury,2,148,,,,,,,,,,,,,,,,,,
13/06/2021,Group 2,Southern,1,918,,,,,,,,,,,,,,,,,,
13/06/2021,Group 2,Southern,2,1551,,,,,,,,,,,,,,,,,,
13/06/2021,Group 2,Tairawhiti,1,102,,,,,,,,,,,,,,,,,,
13/06/2021,Group 2,Tairawhiti,2,350,,,,,,,,,,,,,,,,,,
13/06/2021,Group 2,Taranaki,1,396,,,,,,,,,,,,,,,,,,
13/06/2021,Group 2,Taranaki,2,307,,,,,,,,,,,,,,,,,,
13/06/2021,Group 2,Waikato,1,987,,,,,,,,,,,,,,,,,,
13/06/2021,Group 2,Waikato,2,1596,,,,,,,,,,,,,,,,,,
13/06/2021,Group 2,Wairarapa,1,14,,,,,,,,,,,,,,,,,,
13/06/2021,Group 2,Wairarapa,2,102,,,,,,,,,,,,,,,,,,
13/06/2021,Group 2,West Coast,1,84,,,,,,,,,,,,,,,,,,
13/06/2021,Group 2,West Coast,2,235,,,,,,,,,,,,,,,,,,
13/06/2021,Group 2,Whanganui,1,81,,,,,,,,,,,,,,,,,,
13/06/2021,Group 2,Whanganui,2,470,,,,,,,,,,,,,,,,,,
13/06/2021,Group 3,Auckland Metro,1,7632,,,,,,,,,,,,,,,,,,
13/06/2021,Group 3,Auckland Metro,2,2605,,,,,,,,,,,,,,,,,,
13/06/2021,Group 3,Bay of Plenty,1,2483,,,,,,,,,,,,,,,,,,
13/06/2021,Group 3,Bay of Plenty,2,2112,,,,,,,,,,,,,,,,,,
13/06/2021,Group 3,Canterbury,1,413,,,,,,,,,,,,,,,,,,
13/06/2021,Group 3,Canterbury,2,202,,,,,,,,,,,,,,,,,,
13/06/2021,Group 3,Capital & Coast and Hutt Valley,1,1999,,,,,,,,,,,,,,,,,,
13/06/2021,Group 3,Capital & Coast and Hutt Valley,2,559,,,,,,,,,,,,,,,,,,
13/06/2021,Group 3,Hawke's Bay,1,2428,,,,,,,,,,,,,,,,,,
13/06/2021,Group 3,Hawke's Bay,2,404,,,,,,,,,,,,,,,,,,
13/06/2021,Group 3,Lakes,1,1608,,,,,,,,,,,,,,,,,,
13/06/2021,Group 3,Lakes,2,788,,,,,,,,,,,,,,,,,,
13/06/2021,Group 3,MidCentral,1,1427,,,,,,,,,,,,,,,,,,
13/06/2021,Group 3,MidCentral,2,477,,,,,,,,,,,,,,,,,,
13/06/2021,Group 3,Nelson Marlborough,1,2195,,,,,,,,,,,,,,,,,,
13/06/2021,Group 3,Nelson Marlborough,2,1317,,,,,,,,,,,,,,,,,,
13/06/2021,Group 3,Northland,1,2447,,,,,,,,,,,,,,,,,,
13/06/2021,Group 3,Northland,2,489,,,,,,,,,,,,,,,,,,
13/06/2021,Group 3,Other Sites,2,8,,,,,,,,,,,,,,,,,,
13/06/2021,Group 3,South Canterbury,1,1459,,,,,,,,,,,,,,,,,,
13/06/2021,Group 3,South Canterbury,2,130,,,,,,,,,,,,,,,,,,
13/06/2021,Group 3,Southern,1,2681,,,,,,,,,,,,,,,,,,
13/06/2021,Group 3,Southern,2,736,,,,,,,,,,,,,,,,,,
13/06/2021,Group 3,Tairawhiti,1,579,,,,,,,,,,,,,,,,,,
13/06/2021,Group 3,Tairawhiti,2,131,,,,,,,,,,,,,,,,,,
13/06/2021,Group 3,Taranaki,1,200,,,,,,,,,,,,,,,,,,
13/06/2021,Group 3,Taranaki,2,133,,,,,,,,,,,,,,,,,,
13/06/2021,Group 3,Waikato,1,1773,,,,,,,,,,,,,,,,,,
13/06/2021,Group 3,Waikato,2,996,,,,,,,,,,,,,,,,,,
13/06/2021,Group 3,Wairarapa,1,343,,,,,,,,,,,,,,,,,,
13/06/2021,Group 3,Wairarapa,2,360,,,,,,,,,,,,,,,,,,
13/06/2021,Group 3,West Coast,1,296,,,,,,,,,,,,,,,,,,
13/06/2021,Group 3,West Coast,2,278,,,,,,,,,,,,,,,,,,
13/06/2021,Group 3,Whanganui,1,1407,,,,,,,,,,,,,,,,,,
13/06/2021,Group 3,Whanganui,2,389,,,,,,,,,,,,,,,,,,
13/06/2021,Group 4,Auckland Metro,1,5499,,,,,,,,,,,,,,,,,,
13/06/2021,Group 4,Auckland Metro,2,2719,,,,,,,,,,,,,,,,,,
13/06/2021,Group 4,Bay of Plenty,1,141,,,,,,,,,,,,,,,,,,
13/06/2021,Group 4,Bay of Plenty,2,92,,,,,,,,,,,,,,,,,,
13/06/2021,Group 4,Canterbury,1,217,,,,,,,,,,,,,,,,,,
13/06/2021,Group 4,Canterbury,2,114,,,,,,,,,,,,,,,,,,
13/06/2021,Group 4,Capital & Coast and Hutt Valley,1,224,,,,,,,,,,,,,,,,,,
13/06/2021,Group 4,Capital & Coast and Hutt Valley,2,85,,,,,,,,,,,,,,,,,,
13/06/2021,Group 4,Hawke's Bay,1,617,,,,,,,,,,,,,,,,,,
13/06/2021,Group 4,Hawke's Bay,2,291,,,,,,,,,,,,,,,,,,
13/06/2021,Group 4,Lakes,1,206,,,,,,,,,,,,,,,,,,
13/06/2021,Group 4,Lakes,2,42,,,,,,,,,,,,,,,,,,
13/06/2021,Group 4,MidCentral,1,219,,,,,,,,,,,,,,,,,,
13/06/2021,Group 4,MidCentral,2,73,,,,,,,,,,,,,,,,,,
13/06/2021,Group 4,Nelson Marlborough,2,9,,,,,,,,,,,,,,,,,,
13/06/2021,Group 4,Northland,1,834,,,,,,,,,,,,,,,,,,
13/06/2021,Group 4,Northland,2,127,,,,,,,,,,,,,,,,,,
13/06/2021,Group 4,Other Sites,1,9,,,,,,,,,,,,,,,,,,
13/06/2021,Group 4,Other Sites,2,7,,,,,,,,,,,,,,,,,,
13/06/2021,Group 4,South Canterbury,1,225,,,,,,,,,,,,,,,,,,
13/06/2021,Group 4,South Canterbury,2,14,,,,,,,,,,,,,,,,,,
13/06/2021,Group 4,Southern,1,117,,,,,,,,,,,,,,,,,,
13/06/2021,Group 4,Southern,2,155,,,,,,,,,,,,,,,,,,
13/06/2021,Group 4,Tairawhiti,1,33,,,,,,,,,,,,,,,,,,
13/06/2021,Group 4,Tairawhiti,2,12,,,,,,,,,,,,,,,,,,
13/06/2021,Group 4,Taranaki,1,90,,,,,,,,,,,,,,,,,,
13/06/2021,Group 4,Taranaki,2,52,,,,,,,,,,,,,,,,,,
13/06/2021,Group 4,Waikato,1,262,,,,,,,,,,,,,,,,,,
13/06/2021,Group 4,Waikato,2,68,,,,,,,,,,,,,,,,,,
13/06/2021,Group 4,Wairarapa,1,17,,,,,,,,,,,,,,,,,,
13/06/2021,Group 4,Wairarapa,2,5,,,,,,,,,,,,,,,,,,
13/06/2021,Group 4,West Coast,1,26,,,,,,,,,,,,,,,,,,
13/06/2021,Group 4,West Coast,2,89,,,,,,,,,,,,,,,,,,
13/06/2021,Group 4,Whanganui,1,15,,,,,,,,,,,,,,,,,,
13/06/2021,Group 4,Whanganui,2,43,,,,,,,,,,,,,,,,,,
20/06/2021,Group 1,Auckland Metro,1,233,,,,,,,,,,,,,,,,,,
20/06/2021,Group 1,Auckland Metro,2,520,,,,,,,,,,,,,,,,,,
20/06/2021,Group 1,Bay of Plenty,1,22,,,,,,,,,,,,,,,,,,
20/06/2021,Group 1,Bay of Plenty,2,58,,,,,,,,,,,,,,,,,,
20/06/2021,Group 1,Canterbury,1,362,,,,,,,,,,,,,,,,,,
20/06/2021,Group 1,Canterbury,2,458,,,,,,,,,,,,,,,,,,
20/06/2021,Group 1,Capital & Coast and Hutt Valley,1,99,,,,,,,,,,,,,,,,,,
20/06/2021,Group 1,Capital & Coast and Hutt Valley,2,199,,,,,,,,,,,,,,,,,,
20/06/2021,Group 1,Hawke's Bay,1,5,,,,,,,,,,,,,,,,,,
20/06/2021,Group 1,Hawke's Bay,2,32,,,,,,,,,,,,,,,,,,
20/06/2021,Group 1,Lakes,1,18,,,,,,,,,,,,,,,,,,
20/06/2021,Group 1,Lakes,2,29,,,,,,,,,,,,,,,,,,
20/06/2021,Group 1,MidCentral,1,15,,,,,,,,,,,,,,,,,,
20/06/2021,Group 1,MidCentral,2,19,,,,,,,,,,,,,,,,,,
20/06/2021,Group 1,Nelson Marlborough,1,12,,,,,,,,,,,,,,,,,,
20/06/2021,Group 1,Nelson Marlborough,2,18,,,,,,,,,,,,,,,,,,
20/06/2021,Group 1,Northland,2,13,,,,,,,,,,,,,,,,,,
20/06/2021,Group 1,Other Sites,1,79,,,,,,,,,,,,,,,,,,
20/06/2021,Group 1,Other Sites,2,15,,,,,,,,,,,,,,,,,,
20/06/2021,Group 1,South Canterbury,1,6,,,,,,,,,,,,,,,,,,
20/06/2021,Group 1,South Canterbury,2,6,,,,,,,,,,,,,,,,,,
20/06/2021,Group 1,Southern,1,78,,,,,,,,,,,,,,,,,,
20/06/2021,Group 1,Southern,2,88,,,,,,,,,,,,,,,,,,
20/06/2021,Group 1,Tairawhiti,2,18,,,,,,,,,,,,,,,,,,
20/06/2021,Group 1,Taranaki,2,10,,,,,,,,,,,,,,,,,,
20/06/2021,Group 1,Waikato,1,25,,,,,,,,,,,,,,,,,,
20/06/2021,Group 1,Waikato,2,35,,,,,,,,,,,,,,,,,,
20/06/2021,Group 2,Auckland Metro,1,15467,,,,,,,,,,,,,,,,,,
20/06/2021,Group 2,Auckland Metro,2,9469,,,,,,,,,,,,,,,,,,
20/06/2021,Group 2,Bay of Plenty,1,816,,,,,,,,,,,,,,,,,,
20/06/2021,Group 2,Bay of Plenty,2,702,,,,,,,,,,,,,,,,,,
20/06/2021,Group 2,Canterbury,1,3936,,,,,,,,,,,,,,,,,,
20/06/2021,Group 2,Canterbury,2,3567,,,,,,,,,,,,,,,,,,
20/06/2021,Group 2,Capital & Coast and Hutt Valley,1,537,,,,,,,,,,,,,,,,,,
20/06/2021,Group 2,Capital & Coast and Hutt Valley,2,787,,,,,,,,,,,,,,,,,,
20/06/2021,Group 2,Hawke's Bay,1,410,,,,,,,,,,,,,,,,,,
20/06/2021,Group 2,Hawke's Bay,2,291,,,,,,,,,,,,,,,,,,
20/06/2021,Group 2,Lakes,1,190,,,,,,,,,,,,,,,,,,
20/06/2021,Group 2,Lakes,2,522,,,,,,,,,,,,,,,,,,
20/06/2021,Group 2,MidCentral,1,623,,,,,,,,,,,,,,,,,,
20/06/2021,Group 2,MidCentral,2,1887,,,,,,,,,,,,,,,,,,
20/06/2021,Group 2,Nelson Marlborough,1,356,,,,,,,,,,,,,,,,,,
20/06/2021,Group 2,Nelson Marlborough,2,531,,,,,,,,,,,,,,,,,,
20/06/2021,Group 2,Northland,1,1056,,,,,,,,,,,,,,,,,,
20/06/2021,Group 2,Northland,2,505,,,,,,,,,,,,,,,,,,
20/06/2021,Group 2,Other Sites,1,650,,,,,,,,,,,,,,,,,,
20/06/2021,Group 2,Other Sites,2,1081,,,,,,,,,,,,,,,,,,
20/06/2021,Group 2,South Canterbury,1,32,,,,,,,,,,,,,,,,,,
20/06/2021,Group 2,South Canterbury,2,156,,,,,,,,,,,,,,,,,,
20/06/2021,Group 2,Southern,1,1684,,,,,,,,,,,,,,,,,,
20/06/2021,Group 2,Southern,2,1735,,,,,,,,,,,,,,,,,,
20/06/2021,Group 2,Tairawhiti,1,320,,,,,,,,,,,,,,,,,,
20/06/2021,Group 2,Tairawhiti,2,96,,,,,,,,,,,,,,,,,,
20/06/2021,Group 2,Taranaki,1,781,,,,,,,,,,,,,,,,,,
20/06/2021,Group 2,Taranaki,2,349,,,,,,,,,,,,,,,,,,
20/06/2021,Group 2,Waikato,1,1672,,,,,,,,,,,,,,,,,,
20/06/2021,Group 2,Waikato,2,2301,,,,,,,,,,,,,,,,,,
20/06/2021,Group 2,Wairarapa,1,527,,,,,,,,,,,,,,,,,,
20/06/2021,Group 2,Wairarapa,2,24,,,,,,,,,,,,,,,,,,
20/06/2021,Group 2,West Coast,1,159,,,,,,,,,,,,,,,,,,
20/06/2021,Group 2,West Coast,2,241,,,,,,,,,,,,,,,,,,
20/06/2021,Group 2,Whanganui,1,116,,,,,,,,,,,,,,,,,,
20/06/2021,Group 2,Whanganui,2,118,,,,,,,,,,,,,,,,,,
20/06/2021,Group 3,Auckland Metro,1,9577,,,,,,,,,,,,,,,,,,
20/06/2021,Group 3,Auckland Metro,2,4733,,,,,,,,,,,,,,,,,,
20/06/2021,Group 3,Bay of Plenty,1,3107,,,,,,,,,,,,,,,,,,
20/06/2021,Group 3,Bay of Plenty,2,2637,,,,,,,,,,,,,,,,,,
20/06/2021,Group 3,Canterbury,1,545,,,,,,,,,,,,,,,,,,
20/06/2021,Group 3,Canterbury,2,289,,,,,,,,,,,,,,,,,,
20/06/2021,Group 3,Capital & Coast and Hutt Valley,1,2231,,,,,,,,,,,,,,,,,,
20/06/2021,Group 3,Capital & Coast and Hutt Valley,2,1538,,,,,,,,,,,,,,,,,,
20/06/2021,Group 3,Hawke's Bay,1,1522,,,,,,,,,,,,,,,,,,
20/06/2021,Group 3,Hawke's Bay,2,1416,,,,,,,,,,,,,,,,,,
20/06/2021,Group 3,Lakes,1,1521,,,,,,,,,,,,,,,,,,
20/06/2021,Group 3,Lakes,2,1235,,,,,,,,,,,,,,,,,,
20/06/2021,Group 3,MidCentral,1,3412,,,,,,,,,,,,,,,,,,
20/06/2021,Group 3,MidCentral,2,703,,,,,,,,,,,,,,,,,,
20/06/2021,Group 3,Nelson Marlborough,1,1754,,,,,,,,,,,,,,,,,,
20/06/2021,Group 3,Nelson Marlborough,2,2223,,,,,,,,,,,,,,,,,,
20/06/2021,Group 3,Northland,1,1604,,,,,,,,,,,,,,,,,,
20/06/2021,Group 3,Northland,2,640,,,,,,,,,,,,,,,,,,
20/06/2021,Group 3,Other Sites,1,76,,,,,,,,,,,,,,,,,,
20/06/2021,Group 3,Other Sites,2,18,,,,,,,,,,,,,,,,,,
20/06/2021,Group 3,South Canterbury,1,1429,,,,,,,,,,,,,,,,,,
20/06/2021,Group 3,South Canterbury,2,89,,,,,,,,,,,,,,,,,,
20/06/2021,Group 3,Southern,1,3745,,,,,,,,,,,,,,,,,,
20/06/2021,Group 3,Southern,2,2357,,,,,,,,,,,,,,,,,,
20/06/2021,Group 3,Tairawhiti,1,727,,,,,,,,,,,,,,,,,,
20/06/2021,Group 3,Tairawhiti,2,390,,,,,,,,,,,,,,,,,,
20/06/2021,Group 3,Taranaki,1,253,,,,,,,,,,,,,,,,,,
20/06/2021,Group 3,Taranaki,2,236,,,,,,,,,,,,,,,,,,
20/06/2021,Group 3,Waikato,1,1386,,,,,,,,,,,,,,,,,,
20/06/2021,Group 3,Waikato,2,1255,,,,,,,,,,,,,,,,,,
20/06/2021,Group 3,Wairarapa,1,500,,,,,,,,,,,,,,,,,,
20/06/2021,Group 3,Wairarapa,2,297,,,,,,,,,,,,,,,,,,
20/06/2021,Group 3,West Coast,1,470,,,,,,,,,,,,,,,,,,
20/06/2021,Group 3,West Coast,2,585,,,,,,,,,,,,,,,,,,
20/06/2021,Group 3,Whanganui,1,904,,,,,,,,,,,,,,,,,,
20/06/2021,Group 3,Whanganui,2,656,,,,,,,,,,,,,,,,,,
20/06/2021,Group 4,Auckland Metro,1,5210,,,,,,,,,,,,,,,,,,
20/06/2021,Group 4,Auckland Metro,2,4565,,,,,,,,,,,,,,,,,,
20/06/2021,Group 4,Bay of Plenty,1,51,,,,,,,,,,,,,,,,,,
20/06/2021,Group 4,Bay of Plenty,2,121,,,,,,,,,,,,,,,,,,
20/06/2021,Group 4,Canterbury,1,141,,,,,,,,,,,,,,,,,,
20/06/2021,Group 4,Canterbury,2,125,,,,,,,,,,,,,,,,,,
20/06/2021,Group 4,Capital & Coast and Hutt Valley,1,408,,,,,,,,,,,,,,,,,,
20/06/2021,Group 4,Capital & Coast and Hutt Valley,2,207,,,,,,,,,,,,,,,,,,
20/06/2021,Group 4,Hawke's Bay,1,377,,,,,,,,,,,,,,,,,,
20/06/2021,Group 4,Hawke's Bay,2,716,,,,,,,,,,,,,,,,,,
20/06/2021,Group 4,Lakes,1,61,,,,,,,,,,,,,,,,,,
20/06/2021,Group 4,Lakes,2,221,,,,,,,,,,,,,,,,,,
20/06/2021,Group 4,MidCentral,1,344,,,,,,,,,,,,,,,,,,
20/06/2021,Group 4,MidCentral,2,149,,,,,,,,,,,,,,,,,,
20/06/2021,Group 4,Nelson Marlborough,2,29,,,,,,,,,,,,,,,,,,
20/06/2021,Group 4,Northland,1,579,,,,,,,,,,,,,,,,,,
20/06/2021,Group 4,Northland,2,376,,,,,,,,,,,,,,,,,,
20/06/2021,Group 4,Other Sites,1,378,,,,,,,,,,,,,,,,,,
20/06/2021,Group 4,Other Sites,2,68,,,,,,,,,,,,,,,,,,
20/06/2021,Group 4,South Canterbury,1,154,,,,,,,,,,,,,,,,,,
20/06/2021,Group 4,South Canterbury,2,50,,,,,,,,,,,,,,,,,,
20/06/2021,Group 4,Southern,1,121,,,,,,,,,,,,,,,,,,
20/06/2021,Group 4,Southern,2,161,,,,,,,,,,,,,,,,,,
20/06/2021,Group 4,Tairawhiti,1,77,,,,,,,,,,,,,,,,,,
20/06/2021,Group 4,Tairawhiti,2,205,,,,,,,,,,,,,,,,,,
20/06/2021,Group 4,Taranaki,1,144,,,,,,,,,,,,,,,,,,
20/06/2021,Group 4,Taranaki,2,59,,,,,,,,,,,,,,,,,,
20/06/2021,Group 4,Waikato,1,278,,,,,,,,,,,,,,,,,,
20/06/2021,Group 4,Waikato,2,304,,,,,,,,,,,,,,,,,,
20/06/2021,Group 4,Wairarapa,1,41,,,,,,,,,,,,,,,,,,
20/06/2021,Group 4,Wairarapa,2,10,,,,,,,,,,,,,,,,,,
20/06/2021,Group 4,West Coast,1,78,,,,,,,,,,,,,,,,,,
20/06/2021,Group 4,West Coast,2,40,,,,,,,,,,,,,,,,,,
20/06/2021,Group 4,Whanganui,1,7,,,,,,,,,,,,,,,,,,
20/06/2021,Group 4,Whanganui,2,81,,,,,,,,,,,,,,,,,,
27/06/2021,Group 1,Auckland Metro,1,290,,,,,,,,,,,,,,,,,,
27/06/2021,Group 1,Auckland Metro,2,495,,,,,,,,,,,,,,,,,,
27/06/2021,Group 1,Bay of Plenty,1,27,,,,,,,,,,,,,,,,,,
27/06/2021,Group 1,Bay of Plenty,2,39,,,,,,,,,,,,,,,,,,
27/06/2021,Group 1,Canterbury,1,365,,,,,,,,,,,,,,,,,,
27/06/2021,Group 1,Canterbury,2,425,,,,,,,,,,,,,,,,,,
27/06/2021,Group 1,Capital & Coast and Hutt Valley,1,60,,,,,,,,,,,,,,,,,,
27/06/2021,Group 1,Capital & Coast and Hutt Valley,2,111,,,,,,,,,,,,,,,,,,
27/06/2021,Group 1,Hawke's Bay,1,9,,,,,,,,,,,,,,,,,,
27/06/2021,Group 1,Hawke's Bay,2,12,,,,,,,,,,,,,,,,,,
27/06/2021,Group 1,Lakes,1,24,,,,,,,,,,,,,,,,,,
27/06/2021,Group 1,Lakes,2,28,,,,,,,,,,,,,,,,,,
27/06/2021,Group 1,MidCentral,2,38,,,,,,,,,,,,,,,,,,
27/06/2021,Group 1,Nelson Marlborough,1,10,,,,,,,,,,,,,,,,,,
27/06/2021,Group 1,Nelson Marlborough,2,17,,,,,,,,,,,,,,,,,,
27/06/2021,Group 1,Northland,2,5,,,,,,,,,,,,,,,,,,
27/06/2021,Group 1,Other Sites,1,8,,,,,,,,,,,,,,,,,,
27/06/2021,Group 1,Other Sites,2,65,,,,,,,,,,,,,,,,,,
27/06/2021,Group 1,Southern,1,35,,,,,,,,,,,,,,,,,,
27/06/2021,Group 1,Southern,2,90,,,,,,,,,,,,,,,,,,
27/06/2021,Group 1,Tairawhiti,2,5,,,,,,,,,,,,,,,,,,
27/06/2021,Group 1,Taranaki,1,5,,,,,,,,,,,,,,,,,,
27/06/2021,Group 1,Taranaki,2,25,,,,,,,,,,,,,,,,,,
27/06/2021,Group 1,Waikato,1,34,,,,,,,,,,,,,,,,,,
27/06/2021,Group 1,Waikato,2,27,,,,,,,,,,,,,,,,,,
27/06/2021,Group 2,Auckland Metro,1,14501,,,,,,,,,,,,,,,,,,
27/06/2021,Group 2,Auckland Metro,2,10195,,,,,,,,,,,,,,,,,,
27/06/2021,Group 2,Bay of Plenty,1,624,,,,,,,,,,,,,,,,,,
27/06/2021,Group 2,Bay of Plenty,2,1319,,,,,,,,,,,,,,,,,,
27/06/2021,Group 2,Canterbury,1,3218,,,,,,,,,,,,,,,,,,
27/06/2021,Group 2,Canterbury,2,3218,,,,,,,,,,,,,,,,,,
27/06/2021,Group 2,Capital & Coast and Hutt Valley,1,342,,,,,,,,,,,,,,,,,,
27/06/2021,Group 2,Capital & Coast and Hutt Valley,2,590,,,,,,,,,,,,,,,,,,
27/06/2021,Group 2,Hawke's Bay,1,87,,,,,,,,,,,,,,,,,,
27/06/2021,Group 2,Hawke's Bay,2,103,,,,,,,,,,,,,,,,,,
27/06/2021,Group 2,Lakes,1,221,,,,,,,,,,,,,,,,,,
27/06/2021,Group 2,Lakes,2,848,,,,,,,,,,,,,,,,,,
27/06/2021,Group 2,MidCentral,1,368,,,,,,,,,,,,,,,,,,
